15	130	0	3446
37	104	4	3310
29	85	0	3782
1	83	0	4431
18	70	0	4938
50	110	3	10745
36	93	2	3966
55	102	7	3393
33	88	0	5150
13	117	3	4527
38	53	0	3722
353	99	0	15330
34	96	0	5405
57	68	0	4804
5	80	0	5092
9	110	8	15379
5	46	0	18366
6	118	0	21795
3	124	0	5728
2	130	0	10163
193	124	5	4169
157	69	0	10209
25	54	1	31443
1	61	6	5190
3	72	0	5910
15	88	0	5050
2	53	0	7281
16	116	0	23808
1	85	0	4921
15	110	2	15466
27	113	4	5416
59	121	0	23817
6	73	0	6208
54	119	2	6236
2	99	1	4322
2	110	0	5941
27	51	8	14114
2	128	3	4672
33	80	2	27325
