3	89	0	7530
2	54	0	22823
23	108	0	5019
204	78	0	5886
16	80	0	3944
14	77	10	9649
2	66	0	3810
2	93	0	4022
3	87	1	7758
30	68	0	13018
10	82	0	3603
273	70	0	4813
2	38	0	5211
11	100	9	4638
1	79	0	5050
9	31	6	20310
5	69	5	17210
5	82	8	7166
1	45	0	4408
3	81	0	4312
4	96	3	3706
3	94	1	4350
194	43	9	7239
4	102	0	10267
3	107	3	21987
4	71	0	4017
26	35	0	3815
1	47	0	5388
255	66	2	3997
12	50	0	4967
4	82	0	9160
2	81	0	4896
25	107	7	5591
299	59	3	4921
19	36	3	6068
1	79	0	6182
228	81	6	10788
18	109	0	6238
20	107	0	6235
19	67	0	5461
5	48	4	5422
1	57	7	6412
1	67	2	4772
2	104	0	4397
161	59	0	5013
2	39	0	11741
21	37	7	7126
1	56	0	27195
