2	112	0	5021
37	54	0	4324
2	63	9	14782
51	87	0	12780
4	124	0	25790
40	122	5	7770
11	99	0	3411
31	74	0	4915
4	111	0	9408
21	101	0	6635
21	110	10	3596
49	123	0	3454
36	87	9	3608
20	129	8	20180
2	64	0	3837
29	82	4	20846
20	89	5	13303
7	79	0	4817
2	116	0	27711
48	121	0	4946
24	72	0	11184
5	118	1	5062
16	65	0	6680
2	53	0	6816
41	130	5	5803
4	112	0	5358
51	106	0	6323
19	83	0	6117
48	108	0	5609
3	73	0	5152
307	115	8	24484
299	120	0	4973
1	126	0	5840
3	114	4	15394
11	54	0	8036
50	69	0	5415
3	46	8	4973
3	58	0	25987
