47	128	0	3323
17	105	7	4805
41	66	0	9198
29	102	0	6963
57	109	0	4184
51	130	4	3845
2	82	0	4080
255	70	0	17066
46	118	7	3325
42	96	0	18330
33	110	0	4191
194	60	0	4924
3	73	5	4301
46	51	0	4898
249	63	7	4276
27	57	0	5203
12	78	9	5522
3	127	0	13763
3	99	0	6189
349	88	0	4173
55	74	0	5676
4	122	0	5583
60	123	0	4365
4	56	0	25850
2	72	10	6009
13	49	7	19709
30	56	0	26276
5	93	0	6517
8	121	0	20184
49	118	7	20344
14	95	0	10117
45	106	10	5697
4	75	8	30205
5	103	0	4393
38	117	0	10968
47	120	0	16755
16	90	0	5316
5	91	0	25801
