1	104	7	4873
4	34	7	3954
5	59	1	5278
3	41	0	4312
24	101	6	15058
126	106	0	20326
5	38	2	3618
1	88	0	4747
269	84	0	3796
2	77	10	4609
3	69	6	13123
2	82	0	28078
1	102	0	8032
10	63	0	6728
5	107	5	5203
9	37	10	18259
3	44	4	4546
7	105	10	13031
13	60	2	5081
7	43	0	24467
5	52	10	6590
1	54	0	5733
2	84	0	12333
4	80	7	5358
5	40	0	10623
2	87	0	5367
3	62	0	27633
2	108	0	4809
14	41	8	4985
21	101	9	5631
3	31	0	25581
24	58	0	25371
2	70	7	5716
6	80	0	5540
1	88	0	18706
8	93	0	18365
