5	97	0	4216
64	129	0	25185
42	103	0	4351
62	81	0	6616
24	127	0	3785
67	52	0	5230
223	60	0	10825
65	130	0	3591
1	63	0	4678
21	48	0	9716
324	61	0	4754
1	97	0	5455
29	73	0	4965
5	51	3	6740
44	104	0	6372
47	95	0	23223
71	71	0	8881
203	65	0	5041
63	73	0	25369
2	125	0	6266
273	91	1	5211
6	110	0	16464
59	85	0	5134
2	103	0	6596
3	60	6	5039
54	95	0	5083
351	127	0	23556
6	111	0	27783
16	118	0	5309
55	127	7	5273
264	117	0	4128
61	68	0	22440
214	117	10	22090
440	72	0	4400
286	85	1	29200
