16	65	1	9448
5	65	10	3418
33	56	5	18270
5	32	6	10757
4	22	4	6348
5	72	1	5925
30	42	10	5565
1	31	8	5978
5	97	0	11560
37	73	9	26406
5	85	4	21286
5	30	8	5665
4	41	6	23100
5	23	8	8358
48	99	6	24161
4	26	5	12658
65	84	7	29301
2	82	5	4347
5	66	6	6186
22	35	3	14524
4	94	6	5297
2	90	8	9718
55	87	2	15490
2	45	7	4522
2	68	10	5307
72	98	1	5787
4	56	0	6314
1	66	5	15857
5	89	7	5326
1	52	0	11500
1	51	7	6748
6	90	0	5331
1	69	3	5750
5	38	9	4873
2	53	1	5457
11	67	5	27251
