4	66	6	4104
23	43	8	9884
27	56	3	26128
6	87	0	8553
22	115	7	4511
31	38	0	4669
25	79	7	3343
29	57	5	3668
400	112	2	3575
35	63	6	3519
19	52	4	4287
13	57	3	13895
253	59	1	4385
34	38	0	6383
23	53	6	4396
27	98	10	7167
14	67	0	4269
25	56	1	27360
10	50	7	26420
33	106	0	5489
6	71	0	4845
243	46	6	18484
24	51	0	5236
28	79	0	14812
35	35	6	4984
3	43	4	5152
23	104	3	14432
17	35	0	5330
259	59	4	21826
31	75	0	5233
32	63	8	4557
8	83	0	4490
33	74	5	17143
24	77	10	5503
224	38	0	30628
2	100	6	5380
234	80	0	4347
