63	50	0	5118
40	101	0	3461
11	50	4	6280
26	103	8	26320
95	87	1	12337
12	94	0	4582
89	82	0	5559
69	103	4	5968
54	72	4	5632
5	92	0	5332
27	61	0	6240
5	94	0	6073
4	99	5	29305
4	56	0	6775
3	58	10	21969
62	85	7	4389
80	98	9	5010
26	79	3	14920
1	71	5	25782
17	73	0	22657
4	50	10	6442
34	78	10	4476
3	110	6	18297
36	108	8	4180
98	95	0	15738
68	53	5	6475
21	100	0	10977
5	85	0	19740
2	107	0	13299
4	99	0	4420
95	91	5	8223
71	75	0	5767
54	97	1	21371
61	59	3	4545
69	67	0	26343
