18	94	0	6050
3	42	0	6261
3	71	0	4697
4	78	0	6780
277	72	0	6165
4	91	3	5583
317	45	6	6055
3	61	5	29460
10	91	0	5325
4	111	10	12238
9	55	0	5382
17	90	5	8164
22	55	9	4595
4	73	1	6667
25	84	0	5511
26	73	0	5571
2	64	3	8865
30	108	10	20418
4	61	2	6293
13	67	0	4558
419	41	0	4315
2	107	6	6052
4	53	0	6812
1	47	0	4673
1	61	2	5998
3	100	0	13729
2	73	4	4690
23	108	0	25737
3	60	0	5209
10	108	0	4798
1	69	0	5640
3	85	0	6110
2	55	9	11509
1	41	0	4855
4	87	1	15360
2	56	0	15328
4	84	3	24446
426	102	9	5452
4	58	0	28382
25	95	0	28873
