5	89	0	22356
3	76	0	5047
4	113	0	4571
8	100	0	4294
4	95	0	3990
404	80	10	18867
5	118	1	22089
5	108	8	3647
2	114	4	4476
27	101	4	4609
4	85	0	5811
22	110	0	5331
2	65	0	5029
4	94	3	30296
21	94	0	5161
3	41	0	5792
19	84	0	8504
1	40	2	5671
1	115	0	14371
24	103	5	6048
3	119	0	4465
24	81	1	5535
1	112	0	20982
2	64	10	4892
4	41	0	5477
1	113	0	5363
18	71	7	19510
5	104	7	6082
3	40	0	5948
28	104	0	5820
1	41	8	12545
5	70	4	5126
3	48	0	5916
6	74	0	6813
27	82	7	6042
1	85	0	23415
2	119	0	4898
5	117	0	4894
8	75	3	5965
5	85	0	22354
