1	91	0	5747
2	72	2	10006
65	71	2	28522
3	98	5	4413
109	95	9	5794
84	53	2	5334
5	32	7	14609
3	85	7	5761
120	73	0	6600
75	30	0	8700
30	65	10	6435
85	51	4	5565
26	70	9	5241
55	42	0	6020
117	95	10	18384
113	98	6	4684
5	72	8	5711
1	86	0	7754
3	91	5	5012
35	85	1	11944
98	74	0	6641
52	70	2	18365
109	80	4	29469
5	45	3	6778
5	29	8	7390
4	71	4	6153
3	78	2	7810
3	26	1	5916
101	30	0	4623
130	96	0	6251
69	96	7	4886
5	31	0	25032
69	87	9	26013
1	89	0	5219
79	32	1	4551
54	86	8	5109
5	38	0	29272
127	26	8	6103
107	93	2	13284
