304	106	1	3667
439	94	0	3191
6	44	0	3938
1	96	2	10271
2	71	0	3547
25	73	0	24587
4	80	0	4660
1	71	0	5204
5	64	0	15795
3	52	0	12834
12	118	0	5746
1	79	0	5579
353	53	0	4349
2	91	6	5013
1	105	0	4956
4	95	10	20641
4	92	0	6667
23	104	0	4662
3	107	0	6556
5	82	0	8238
10	89	0	15152
26	109	0	19293
3	120	0	13041
234	106	5	16076
5	117	0	23978
305	103	0	17375
391	88	0	11287
1	80	4	17635
5	52	3	6740
3	47	0	6228
24	73	0	25132
3	71	0	6516
12	101	0	4385
9	62	5	5326
21	94	0	25345
