8	45	0	3909
55	64	0	9898
2	119	0	22436
11	85	9	16604
60	40	0	3987
9	90	0	10674
40	41	0	19787
18	70	0	3762
8	51	0	6188
10	59	5	9686
4	76	5	4493
1	59	0	29595
52	100	10	5719
8	135	0	4215
3	40	0	6105
6	80	2	5417
42	64	0	25880
21	72	0	9346
46	44	0	13228
47	85	0	4563
5	94	0	4591
53	83	5	4854
1	87	5	10649
4	79	4	6409
6	137	7	4203
7	42	3	17283
7	119	10	5555
9	43	3	4992
10	62	0	4893
8	108	0	5092
7	139	8	6099
56	66	3	6242
10	110	10	27098
8	49	4	6170
34	140	0	15567
44	126	2	4257
10	81	9	6361
4	103	0	16058
