385	46	0	3832
30	128	1	3869
67	85	0	15336
50	93	0	22381
5	106	7	21389
47	116	0	6257
1	69	6	30675
67	85	5	4524
62	47	0	5976
55	117	9	5475
4	103	0	5713
3	110	0	4491
48	112	0	6149
42	86	2	9237
43	110	0	5298
65	88	2	8301
3	67	0	8343
4	130	5	23032
60	45	0	6440
41	101	0	20596
5	95	0	6480
4	91	1	5938
276	67	0	4230
9	89	0	5058
3	48	10	4671
203	95	0	5561
64	63	0	5424
302	109	8	4745
61	125	0	4338
4	76	0	4670
62	52	0	12053
5	111	0	14794
1	59	10	6561
2	121	4	5115
5	100	2	5009
33	58	0	6111
66	59	9	11651
43	56	0	6552
17	124	0	16328
55	50	0	28775
